image_path,vertical_speed
daytime_fixed_A10C2_0049.jpg,-0.5
daytime_fixed_A10C2_0050.jpg,-0.5
daytime_fixed_A10C2_0051.jpg,-0.5
daytime_fixed_A10C2_0052.jpg,-0.5
daytime_fixed_A10C2_0053.jpg,-0.5
daytime_fixed_A10C2_0054.jpg,-0.5
daytime_fixed_A10C2_0055.jpg,-0.5
daytime_fixed_A10C2_0056.jpg,-0.5
daytime_fixed_A10C2_0057.jpg,-0.5
daytime_fixed_A10C2_0058.jpg,-0.5
daytime_fixed_A10C2_0059.jpg,-0.5
daytime_fixed_A10C2_0060.jpg,-0.5
daytime_fixed_A10C2_0061.jpg,-0.5
daytime_fixed_A10C2_0062.jpg,-0.5
daytime_fixed_A10C2_0063.jpg,-0.5
daytime_fixed_A10C2_0064.jpg,-0.5
daytime_fixed_A10C2_0065.jpg,-0.5
daytime_fixed_A10C2_0066.jpg,-0.5
daytime_fixed_A10C2_0067.jpg,-0.5
daytime_fixed_A10C2_0068.jpg,-0.5
daytime_fixed_A10C2_0069.jpg,-0.75
daytime_fixed_A10C2_0070.jpg,-0.75
daytime_fixed_A10C2_0071.jpg,-0.75
daytime_fixed_A10C2_0072.jpg,-0.75
daytime_fixed_A10C2_0073.jpg,-0.75
daytime_fixed_A10C2_0074.jpg,-0.75
daytime_fixed_A10C2_0075.jpg,-0.75
daytime_fixed_A10C2_0076.jpg,-0.75
daytime_fixed_A10C2_0077.jpg,-0.75
daytime_fixed_A10C2_0078.jpg,-0.75
daytime_fixed_A10C2_0079.jpg,-0.75
daytime_fixed_A10C2_0080.jpg,-0.75
daytime_fixed_A10C2_0081.jpg,-0.75
daytime_fixed_A10C2_0082.jpg,-0.75
daytime_fixed_A10C2_0083.jpg,-0.75
daytime_fixed_A10C2_0084.jpg,-0.75
daytime_fixed_A10C2_0085.jpg,-0.75
daytime_fixed_A10C2_0086.jpg,-0.75
daytime_fixed_A10C2_0087.jpg,-0.75
daytime_fixed_A10C2_0088.jpg,-0.75
daytime_fixed_A10C2_0089.jpg,-0.75
daytime_fixed_A10C2_0090.jpg,-0.75
daytime_fixed_A10C2_0091.jpg,-0.75
daytime_fixed_A10C2_0092.jpg,-1.0
daytime_fixed_A10C2_0093.jpg,-1.0
daytime_fixed_A10C2_0094.jpg,-1.0
daytime_fixed_A10C2_0095.jpg,-1.0
daytime_fixed_A10C2_0096.jpg,-1.0
daytime_fixed_A10C2_0097.jpg,-1.0
daytime_fixed_A10C2_0098.jpg,-1.0
daytime_fixed_A10C2_0099.jpg,-1.0
daytime_fixed_A10C2_0100.jpg,-1.0
daytime_fixed_A10C2_0101.jpg,-1.0
daytime_fixed_A10C2_0102.jpg,-1.0
daytime_fixed_A10C2_0103.jpg,-1.0
daytime_fixed_A10C2_0104.jpg,-1.0
daytime_fixed_A10C2_0105.jpg,-1.0
daytime_fixed_A10C2_0106.jpg,-1.0
daytime_fixed_A10C2_0107.jpg,-1.0
daytime_fixed_A10C2_0108.jpg,-1.0
daytime_fixed_A10C2_0109.jpg,-1.0
daytime_fixed_A10C2_0110.jpg,-1.0
daytime_fixed_A10C2_0111.jpg,-1.25
daytime_fixed_A10C2_0112.jpg,-1.25
daytime_fixed_A10C2_0113.jpg,-1.25
daytime_fixed_A10C2_0114.jpg,-1.25
daytime_fixed_A10C2_0115.jpg,-1.25
daytime_fixed_A10C2_0116.jpg,-1.25
daytime_fixed_A10C2_0117.jpg,-1.25
daytime_fixed_A10C2_0118.jpg,-1.25
daytime_fixed_A10C2_0119.jpg,-1.25
daytime_fixed_A10C2_0120.jpg,-1.25
daytime_fixed_A10C2_0121.jpg,-1.25
daytime_fixed_A10C2_0122.jpg,-1.25
daytime_fixed_A10C2_0123.jpg,-1.25
daytime_fixed_A10C2_0124.jpg,-1.25
daytime_fixed_A10C2_0125.jpg,-1.25
daytime_fixed_A10C2_0126.jpg,-1.25
daytime_fixed_A10C2_0127.jpg,-1.25
daytime_fixed_A10C2_0128.jpg,-1.5
daytime_fixed_A10C2_0129.jpg,-1.5
daytime_fixed_A10C2_0130.jpg,-1.5
daytime_fixed_A10C2_0131.jpg,-1.5
daytime_fixed_A10C2_0132.jpg,-1.5
daytime_fixed_A10C2_0133.jpg,-1.5
daytime_fixed_A10C2_0134.jpg,-1.5
daytime_fixed_A10C2_0135.jpg,-1.5
daytime_fixed_A10C2_0136.jpg,-1.5
daytime_fixed_A10C2_0137.jpg,-1.5
daytime_fixed_A10C2_0138.jpg,-1.5
daytime_fixed_A10C2_0139.jpg,-1.5
daytime_fixed_A10C2_0140.jpg,-1.5
daytime_fixed_A10C2_0141.jpg,-1.5
daytime_fixed_A10C2_0142.jpg,-1.5
daytime_fixed_A10C2_0143.jpg,-1.5
daytime_fixed_A10C2_0144.jpg,-1.5
daytime_fixed_A10C2_0145.jpg,-1.5
daytime_fixed_A10C2_0146.jpg,-1.5
daytime_fixed_A10C2_0147.jpg,-1.75
daytime_fixed_A10C2_0148.jpg,-1.75
daytime_fixed_A10C2_0149.jpg,-1.75
daytime_fixed_A10C2_0150.jpg,-1.75
daytime_fixed_A10C2_0151.jpg,-1.75
daytime_fixed_A10C2_0152.jpg,-1.75
daytime_fixed_A10C2_0153.jpg,-1.75
daytime_fixed_A10C2_0154.jpg,-1.75
daytime_fixed_A10C2_0155.jpg,-1.75
daytime_fixed_A10C2_0156.jpg,-1.75
daytime_fixed_A10C2_0157.jpg,-1.75
daytime_fixed_A10C2_0158.jpg,-1.75
daytime_fixed_A10C2_0159.jpg,-2.0
daytime_fixed_A10C2_0160.jpg,-2.0
daytime_fixed_A10C2_0161.jpg,-2.0
daytime_fixed_A10C2_0162.jpg,-2.0
daytime_fixed_A10C2_0163.jpg,-2.0
daytime_fixed_A10C2_0164.jpg,-2.0
daytime_fixed_A10C2_0165.jpg,-2.0
daytime_fixed_A10C2_0166.jpg,-2.0
daytime_fixed_A10C2_0167.jpg,-2.0
daytime_fixed_A10C2_0168.jpg,-2.0
daytime_fixed_A10C2_0169.jpg,-2.0
daytime_fixed_A10C2_0170.jpg,-2.0
daytime_fixed_A10C2_0171.jpg,-2.0
daytime_fixed_A10C2_0172.jpg,-2.0
daytime_fixed_A10C2_0173.jpg,-2.0
daytime_fixed_A10C2_0174.jpg,-2.0
daytime_fixed_A10C2_0175.jpg,-2.0
daytime_fixed_A10C2_0176.jpg,-2.0
daytime_fixed_A10C2_0177.jpg,-2.0
daytime_fixed_A10C2_0178.jpg,-2.0
daytime_fixed_A10C2_0179.jpg,-2.0
daytime_fixed_A10C2_0180.jpg,-2.0
daytime_fixed_A10C2_0181.jpg,-2.0
daytime_fixed_A10C2_0182.jpg,-2.0
daytime_fixed_A10C2_0183.jpg,-2.0
daytime_fixed_A10C2_0184.jpg,-2.0
daytime_fixed_A10C2_0185.jpg,-2.0
daytime_fixed_A10C2_0186.jpg,-2.0
daytime_fixed_A10C2_0187.jpg,-2.0
daytime_fixed_A10C2_0188.jpg,-2.0
daytime_fixed_A10C2_0189.jpg,-2.0
daytime_fixed_A10C2_0190.jpg,-2.0
daytime_fixed_A10C2_0191.jpg,-2.0
daytime_fixed_A10C2_0192.jpg,-2.0
daytime_fixed_A10C2_0193.jpg,-2.0
daytime_fixed_A10C2_0194.jpg,-2.0
daytime_fixed_A10C2_0195.jpg,-2.0
daytime_fixed_A10C2_0196.jpg,-1.75
daytime_fixed_A10C2_0197.jpg,-1.75
daytime_fixed_A10C2_0198.jpg,-1.75
daytime_fixed_A10C2_0199.jpg,-1.75
daytime_fixed_A10C2_0200.jpg,-1.75
daytime_fixed_A10C2_0201.jpg,-1.75
daytime_fixed_A10C2_0202.jpg,-1.75
daytime_fixed_A10C2_0203.jpg,-1.75
daytime_fixed_A10C2_0204.jpg,-1.75
daytime_fixed_A10C2_0205.jpg,-1.75
daytime_fixed_A10C2_0206.jpg,-1.75
daytime_fixed_A10C2_0207.jpg,-1.75
daytime_fixed_A10C2_0208.jpg,-1.75
daytime_fixed_A10C2_0209.jpg,-1.75
daytime_fixed_A10C2_0210.jpg,-1.75
daytime_fixed_A10C2_0211.jpg,-1.5
daytime_fixed_A10C2_0212.jpg,-1.5
daytime_fixed_A10C2_0213.jpg,-1.5
daytime_fixed_A10C2_0214.jpg,-1.5
daytime_fixed_A10C2_0215.jpg,-1.5
daytime_fixed_A10C2_0216.jpg,-1.5
daytime_fixed_A10C2_0217.jpg,-1.5
daytime_fixed_A10C2_0218.jpg,-1.5
daytime_fixed_A10C2_0219.jpg,-1.5
daytime_fixed_A10C2_0220.jpg,-1.5
daytime_fixed_A10C2_0221.jpg,-1.5
daytime_fixed_A10C2_0222.jpg,-1.5
daytime_fixed_A10C2_0223.jpg,-1.5
daytime_fixed_A10C2_0224.jpg,-1.5
daytime_fixed_A10C2_0225.jpg,-1.5
daytime_fixed_A10C2_0226.jpg,-1.5
daytime_fixed_A10C2_0227.jpg,-1.25
daytime_fixed_A10C2_0228.jpg,-1.25
daytime_fixed_A10C2_0229.jpg,-1.25
daytime_fixed_A10C2_0230.jpg,-1.25
daytime_fixed_A10C2_0231.jpg,-1.25
daytime_fixed_A10C2_0232.jpg,-1.25
daytime_fixed_A10C2_0233.jpg,-1.25
daytime_fixed_A10C2_0234.jpg,-1.0
daytime_fixed_A10C2_0235.jpg,-1.0
daytime_fixed_A10C2_0236.jpg,-1.0
daytime_fixed_A10C2_0237.jpg,-1.0
daytime_fixed_A10C2_0238.jpg,-1.0
daytime_fixed_A10C2_0239.jpg,-1.0
daytime_fixed_A10C2_0240.jpg,-1.0
daytime_fixed_A10C2_0241.jpg,-1.0
daytime_fixed_A10C2_0242.jpg,-1.0
daytime_fixed_A10C2_0243.jpg,-1.0
daytime_fixed_A10C2_0244.jpg,-1.0
daytime_fixed_A10C2_0245.jpg,-1.0
daytime_fixed_A10C2_0246.jpg,-1.0
daytime_fixed_A10C2_0247.jpg,-0.75
daytime_fixed_A10C2_0248.jpg,-0.75
daytime_fixed_A10C2_0249.jpg,-0.75
daytime_fixed_A10C2_0250.jpg,-0.75
daytime_fixed_A10C2_0251.jpg,-0.75
daytime_fixed_A10C2_0252.jpg,-0.75
daytime_fixed_A10C2_0253.jpg,-0.75
daytime_fixed_A10C2_0254.jpg,-0.75
daytime_fixed_A10C2_0255.jpg,-0.75
daytime_fixed_A10C2_0256.jpg,-0.75
daytime_fixed_A10C2_0257.jpg,-0.5
daytime_fixed_A10C2_0258.jpg,-0.5
daytime_fixed_A10C2_0259.jpg,-0.5
daytime_fixed_A10C2_0260.jpg,-0.5
daytime_fixed_A10C2_0261.jpg,-0.5
daytime_fixed_A10C2_0262.jpg,-0.5
daytime_fixed_A10C2_0263.jpg,-0.5
daytime_fixed_A10C2_0264.jpg,-0.5
daytime_fixed_A10C2_0265.jpg,-0.5
daytime_fixed_A10C2_0266.jpg,-0.5
daytime_fixed_A10C2_0267.jpg,-0.25
daytime_fixed_A10C2_0268.jpg,-0.25
daytime_fixed_A10C2_0269.jpg,-0.25
daytime_fixed_A10C2_0270.jpg,-0.25
daytime_fixed_A10C2_0271.jpg,-0.25
daytime_fixed_A10C2_0272.jpg,-0.25
daytime_fixed_A10C2_0273.jpg,0.0
daytime_fixed_A10C2_0274.jpg,0.0
daytime_fixed_A10C2_0275.jpg,0.0
daytime_fixed_A10C2_0276.jpg,0.0
daytime_fixed_A10C2_0277.jpg,0.0
daytime_fixed_A10C2_0278.jpg,0.0
daytime_fixed_A10C2_0279.jpg,0.0
daytime_fixed_A10C2_0280.jpg,0.0
daytime_fixed_A10C2_0281.jpg,0.0
daytime_fixed_A10C2_0282.jpg,0.0
daytime_fixed_A10C2_0283.jpg,0.0
daytime_fixed_A10C2_0284.jpg,0.0
daytime_fixed_A10C2_0285.jpg,0.25
daytime_fixed_A10C2_0286.jpg,0.25
daytime_fixed_A10C2_0287.jpg,0.25
daytime_fixed_A10C2_0288.jpg,0.25
daytime_fixed_A10C2_0289.jpg,0.25
daytime_fixed_A10C2_0290.jpg,0.25
daytime_fixed_A10C2_0291.jpg,0.25
daytime_fixed_A10C2_0292.jpg,0.5
daytime_fixed_A10C2_0293.jpg,0.5
daytime_fixed_A10C2_0294.jpg,0.5
daytime_fixed_A10C2_0295.jpg,0.5
daytime_fixed_A10C2_0296.jpg,0.5
daytime_fixed_A10C2_0297.jpg,0.5
daytime_fixed_A10C2_0298.jpg,0.5
daytime_fixed_A10C2_0299.jpg,0.5
daytime_fixed_A10C2_0300.jpg,0.5
daytime_fixed_A10C2_0301.jpg,0.75
daytime_fixed_A10C2_0302.jpg,0.75
daytime_fixed_A10C2_0303.jpg,0.75
daytime_fixed_A10C2_0304.jpg,0.75
daytime_fixed_A10C2_0305.jpg,0.75
daytime_fixed_A10C2_0306.jpg,1.0
daytime_fixed_A10C2_0307.jpg,1.0
daytime_fixed_A10C2_0308.jpg,1.0
daytime_fixed_A10C2_0309.jpg,1.0
daytime_fixed_A10C2_0310.jpg,1.0
daytime_fixed_A10C2_0311.jpg,1.0
daytime_fixed_A10C2_0312.jpg,1.0
daytime_fixed_A10C2_0313.jpg,1.0
daytime_fixed_A10C2_0314.jpg,1.0
daytime_fixed_A10C2_0315.jpg,1.25
daytime_fixed_A10C2_0316.jpg,1.25
daytime_fixed_A10C2_0317.jpg,1.25
daytime_fixed_A10C2_0318.jpg,1.25
daytime_fixed_A10C2_0319.jpg,1.5
daytime_fixed_A10C2_0320.jpg,1.5
daytime_fixed_A10C2_0321.jpg,1.5
daytime_fixed_A10C2_0322.jpg,1.5
daytime_fixed_A10C2_0323.jpg,1.5
daytime_fixed_A10C2_0324.jpg,1.5
daytime_fixed_A10C2_0325.jpg,1.5
daytime_fixed_A10C2_0326.jpg,1.5
daytime_fixed_A10C2_0327.jpg,1.75
daytime_fixed_A10C2_0328.jpg,1.75
daytime_fixed_A10C2_0329.jpg,1.75
daytime_fixed_A10C2_0330.jpg,1.75
daytime_fixed_A10C2_0331.jpg,2.0
daytime_fixed_A10C2_0332.jpg,2.0
daytime_fixed_A10C2_0333.jpg,2.0
daytime_fixed_A10C2_0334.jpg,2.0
daytime_fixed_A10C2_0335.jpg,2.0
daytime_fixed_A10C2_0336.jpg,2.0
daytime_fixed_A10C2_0337.jpg,2.0
daytime_fixed_A10C2_0338.jpg,2.0
daytime_fixed_A10C2_0339.jpg,2.25
daytime_fixed_A10C2_0340.jpg,2.25
daytime_fixed_A10C2_0341.jpg,2.25
daytime_fixed_A10C2_0342.jpg,2.25
daytime_fixed_A10C2_0343.jpg,2.25
daytime_fixed_A10C2_0344.jpg,2.25
daytime_fixed_A10C2_0345.jpg,2.5
daytime_fixed_A10C2_0346.jpg,2.5
daytime_fixed_A10C2_0347.jpg,2.5
daytime_fixed_A10C2_0348.jpg,2.5
daytime_fixed_A10C2_0349.jpg,2.5
daytime_fixed_A10C2_0350.jpg,2.5
daytime_fixed_A10C2_0351.jpg,2.5
daytime_fixed_A10C2_0352.jpg,2.75
daytime_fixed_A10C2_0353.jpg,2.75
daytime_fixed_A10C2_0354.jpg,2.75
daytime_fixed_A10C2_0355.jpg,2.75
daytime_fixed_A10C2_0356.jpg,2.75
daytime_fixed_A10C2_0357.jpg,3.0
daytime_fixed_A10C2_0358.jpg,3.0
daytime_fixed_A10C2_0359.jpg,3.0
daytime_fixed_A10C2_0360.jpg,3.0
daytime_fixed_A10C2_0361.jpg,3.0
daytime_fixed_A10C2_0362.jpg,3.0
daytime_fixed_A10C2_0363.jpg,3.0
daytime_fixed_A10C2_0364.jpg,3.0
daytime_fixed_A10C2_0365.jpg,3.25
daytime_fixed_A10C2_0366.jpg,3.25
daytime_fixed_A10C2_0367.jpg,3.25
daytime_fixed_A10C2_0368.jpg,3.5
daytime_fixed_A10C2_0369.jpg,3.5
daytime_fixed_A10C2_0370.jpg,3.5
daytime_fixed_A10C2_0371.jpg,3.5
daytime_fixed_A10C2_0372.jpg,3.5
daytime_fixed_A10C2_0373.jpg,3.5
daytime_fixed_A10C2_0374.jpg,3.5
daytime_fixed_A10C2_0375.jpg,3.75
daytime_fixed_A10C2_0376.jpg,3.75
daytime_fixed_A10C2_0377.jpg,3.75
daytime_fixed_A10C2_0378.jpg,3.75
daytime_fixed_A10C2_0379.jpg,4.0
daytime_fixed_A10C2_0380.jpg,4.0
daytime_fixed_A10C2_0381.jpg,4.0
daytime_fixed_A10C2_0382.jpg,4.0
daytime_fixed_A10C2_0383.jpg,4.0
daytime_fixed_A10C2_0384.jpg,4.0
daytime_fixed_A10C2_0385.jpg,4.0
daytime_fixed_A10C2_0386.jpg,4.25
daytime_fixed_A10C2_0387.jpg,4.25
daytime_fixed_A10C2_0388.jpg,4.25
daytime_fixed_A10C2_0389.jpg,4.5
daytime_fixed_A10C2_0390.jpg,4.5
daytime_fixed_A10C2_0391.jpg,4.5
daytime_fixed_A10C2_0392.jpg,4.5
daytime_fixed_A10C2_0393.jpg,4.5
daytime_fixed_A10C2_0394.jpg,4.5
daytime_fixed_A10C2_0395.jpg,4.5
daytime_fixed_A10C2_0396.jpg,4.75
daytime_fixed_A10C2_0397.jpg,4.75
daytime_fixed_A10C2_0398.jpg,4.75
daytime_fixed_A10C2_0399.jpg,5.0
daytime_fixed_A10C2_0400.jpg,5.0
daytime_fixed_A10C2_0401.jpg,5.0
daytime_fixed_A10C2_0402.jpg,5.0
daytime_fixed_A10C2_0403.jpg,5.0
daytime_fixed_A10C2_0404.jpg,5.0
daytime_fixed_A10C2_0405.jpg,5.0
daytime_fixed_A10C2_0406.jpg,5.0
daytime_fixed_A10C2_0407.jpg,5.25
daytime_fixed_A10C2_0408.jpg,5.25
daytime_fixed_A10C2_0409.jpg,5.25
daytime_fixed_A10C2_0410.jpg,5.25
daytime_fixed_A10C2_0411.jpg,5.5
daytime_fixed_A10C2_0412.jpg,5.5
daytime_fixed_A10C2_0413.jpg,5.5
daytime_fixed_A10C2_0414.jpg,5.5
daytime_fixed_A10C2_0415.jpg,5.5
daytime_fixed_A10C2_0416.jpg,5.5
daytime_fixed_A10C2_0417.jpg,5.5
daytime_fixed_A10C2_0418.jpg,5.75
daytime_fixed_A10C2_0419.jpg,5.75
daytime_fixed_A10C2_0420.jpg,5.75
daytime_fixed_A10C2_0421.jpg,6.0
daytime_fixed_A10C2_0422.jpg,6.0
daytime_fixed_A10C2_0423.jpg,6.0
daytime_fixed_A10C2_0424.jpg,6.0
daytime_fixed_A10C2_0425.jpg,6.0
daytime_fixed_A10C2_0426.jpg,6.0
daytime_fixed_A10C2_0427.jpg,6.0
daytime_fixed_A10C2_0428.jpg,6.0
daytime_fixed_A10C2_0429.jpg,6.0
daytime_fixed_A10C2_0430.jpg,6.0
daytime_fixed_A10C2_0431.jpg,6.0
daytime_fixed_A10C2_0432.jpg,6.0
daytime_fixed_A10C2_0433.jpg,6.0
daytime_fixed_A10C2_0434.jpg,6.0
daytime_fixed_A10C2_0435.jpg,6.0
daytime_fixed_A10C2_0436.jpg,6.0
daytime_fixed_A10C2_0437.jpg,6.0
daytime_fixed_A10C2_0438.jpg,6.0
daytime_fixed_A10C2_0439.jpg,6.0
daytime_fixed_A10C2_0440.jpg,6.0
daytime_fixed_A10C2_0441.jpg,6.0
daytime_fixed_A10C2_0442.jpg,6.0
daytime_fixed_A10C2_0443.jpg,6.0
daytime_fixed_A10C2_0444.jpg,6.0
daytime_fixed_A10C2_0445.jpg,6.0
daytime_fixed_A10C2_0446.jpg,6.0
daytime_fixed_A10C2_0447.jpg,6.0
daytime_fixed_A10C2_0448.jpg,6.0
daytime_fixed_A10C2_0449.jpg,6.0
daytime_fixed_A10C2_0450.jpg,6.0
daytime_fixed_A10C2_0451.jpg,6.0
daytime_fixed_A10C2_0452.jpg,6.0
daytime_fixed_A10C2_0453.jpg,6.0
daytime_fixed_A10C2_0454.jpg,6.0
daytime_fixed_A10C2_0455.jpg,6.0
daytime_fixed_A10C2_0456.jpg,6.0
daytime_fixed_A10C2_0457.jpg,6.0
daytime_fixed_A10C2_0458.jpg,6.0
daytime_fixed_A10C2_0459.jpg,6.0
daytime_fixed_A10C2_0460.jpg,6.0
daytime_fixed_A10C2_0461.jpg,6.0
daytime_fixed_A10C2_0462.jpg,6.0
daytime_fixed_A10C2_0463.jpg,6.0
daytime_fixed_A10C2_0464.jpg,6.0
daytime_fixed_A10C2_0465.jpg,6.0
daytime_fixed_A10C2_0466.jpg,6.0
daytime_fixed_A10C2_0467.jpg,6.0
daytime_fixed_A10C2_0468.jpg,6.0
daytime_fixed_A10C2_0469.jpg,6.0
daytime_fixed_A10C2_0470.jpg,6.0
daytime_fixed_A10C2_0471.jpg,6.0
daytime_fixed_A10C2_0472.jpg,6.0
daytime_fixed_A10C2_0473.jpg,6.0
daytime_fixed_A10C2_0474.jpg,6.0
daytime_fixed_A10C2_0475.jpg,6.0
daytime_fixed_A10C2_0476.jpg,6.0
daytime_fixed_A10C2_0477.jpg,6.0
daytime_fixed_A10C2_0478.jpg,6.0
daytime_fixed_A10C2_0479.jpg,6.0
daytime_fixed_A10C2_0480.jpg,6.0
daytime_fixed_A10C2_0481.jpg,6.0
daytime_fixed_A10C2_0482.jpg,6.0
daytime_fixed_A10C2_0483.jpg,6.0
daytime_fixed_A10C2_0484.jpg,6.0
daytime_fixed_A10C2_0485.jpg,6.0
daytime_fixed_A10C2_0486.jpg,6.0
daytime_fixed_A10C2_0487.jpg,6.0
daytime_fixed_A10C2_0488.jpg,6.0
daytime_fixed_A10C2_0489.jpg,6.0
daytime_fixed_A10C2_0490.jpg,6.0
daytime_fixed_A10C2_0491.jpg,6.0
daytime_fixed_A10C2_0492.jpg,6.0
daytime_fixed_A10C2_0493.jpg,6.0
daytime_fixed_A10C2_0494.jpg,6.0
daytime_fixed_A10C2_0495.jpg,6.0
daytime_fixed_A10C2_0496.jpg,6.0
daytime_fixed_A10C2_0497.jpg,6.0
daytime_fixed_A10C2_0498.jpg,6.0
daytime_fixed_A10C2_0499.jpg,6.0
daytime_fixed_A10C2_0500.jpg,6.0
daytime_fixed_A10C2_0501.jpg,6.0
daytime_fixed_A10C2_0502.jpg,6.0
daytime_fixed_A10C2_0503.jpg,6.0
daytime_fixed_A10C2_0504.jpg,6.0
daytime_fixed_A10C2_0505.jpg,6.0
daytime_fixed_A10C2_0506.jpg,6.0
daytime_fixed_A10C2_0507.jpg,6.0
daytime_fixed_A10C2_0508.jpg,6.0
daytime_fixed_A10C2_0509.jpg,6.0
daytime_fixed_A10C2_0510.jpg,6.0
daytime_fixed_A10C2_0511.jpg,6.0
daytime_fixed_A10C2_0512.jpg,6.0
daytime_fixed_A10C2_0513.jpg,6.0
daytime_fixed_A10C2_0514.jpg,6.0
daytime_fixed_A10C2_0515.jpg,6.0
daytime_fixed_A10C2_0516.jpg,6.0
daytime_fixed_A10C2_0517.jpg,6.0
daytime_fixed_A10C2_0518.jpg,6.0
daytime_fixed_A10C2_0519.jpg,6.0
daytime_fixed_A10C2_0520.jpg,6.0
daytime_fixed_A10C2_0521.jpg,6.0
daytime_fixed_A10C2_0522.jpg,6.0
daytime_fixed_A10C2_0523.jpg,6.0
daytime_fixed_A10C2_0524.jpg,6.0
daytime_fixed_A10C2_0525.jpg,6.0
daytime_fixed_A10C2_0526.jpg,6.0
daytime_fixed_A10C2_0527.jpg,6.0
daytime_fixed_A10C2_0528.jpg,6.0
daytime_fixed_A10C2_0529.jpg,6.0
daytime_fixed_A10C2_0530.jpg,6.0
daytime_fixed_A10C2_0531.jpg,6.0
daytime_fixed_A10C2_0532.jpg,6.0
daytime_fixed_A10C2_0533.jpg,6.0
daytime_fixed_A10C2_0534.jpg,6.0
daytime_fixed_A10C2_0535.jpg,6.0
daytime_fixed_A10C2_0536.jpg,6.0
daytime_fixed_A10C2_0537.jpg,6.0
daytime_fixed_A10C2_0538.jpg,6.0
daytime_fixed_A10C2_0539.jpg,6.0
daytime_fixed_A10C2_0540.jpg,6.0
daytime_fixed_A10C2_0541.jpg,6.0
daytime_fixed_A10C2_0542.jpg,6.0
daytime_fixed_A10C2_0543.jpg,6.0
daytime_fixed_A10C2_0544.jpg,6.0
daytime_fixed_A10C2_0545.jpg,6.0
daytime_fixed_A10C2_0546.jpg,6.0
daytime_fixed_A10C2_0547.jpg,6.0
daytime_fixed_A10C2_0548.jpg,6.0
daytime_fixed_A10C2_0549.jpg,6.0
daytime_fixed_A10C2_0550.jpg,6.0
daytime_fixed_A10C2_0551.jpg,6.0
daytime_fixed_A10C2_0552.jpg,6.0
daytime_fixed_A10C2_0553.jpg,6.0
daytime_fixed_A10C2_0554.jpg,6.0
daytime_fixed_A10C2_0555.jpg,6.0
daytime_fixed_A10C2_0556.jpg,6.0
daytime_fixed_A10C2_0557.jpg,6.0
daytime_fixed_A10C2_0558.jpg,6.0
daytime_fixed_A10C2_0559.jpg,6.0
daytime_fixed_A10C2_0560.jpg,6.0
daytime_fixed_A10C2_0561.jpg,6.0
daytime_fixed_A10C2_0562.jpg,6.0
daytime_fixed_A10C2_0563.jpg,6.0
daytime_fixed_A10C2_0564.jpg,6.0
daytime_fixed_A10C2_0565.jpg,6.0
daytime_fixed_A10C2_0566.jpg,6.0
daytime_fixed_A10C2_0567.jpg,5.75
daytime_fixed_A10C2_0568.jpg,5.75
daytime_fixed_A10C2_0569.jpg,5.75
daytime_fixed_A10C2_0570.jpg,5.75
daytime_fixed_A10C2_0571.jpg,5.5
